position_name,city,company_name,salary,education,industry,address,industryLables,label,advantage,size,stage,work_year,position_detail
职位描述：

职位描述：
岗位职责：
1.负责从事机器学习框架搭建，建立较完整的机器学习系统流程；
2.结合实际应用场景，提供技术解决方案；
3.结合实际应用场景抽取数据样本、特征处理、训练和预测以及回收并评估预测效果；

任职要求：
1、本科及以上学历，计算机或者数学等相关专业学历，在机器学习，数据挖掘，统计学理论等领域有一定积累。学习能力较强；
1、熟练掌握常用的大数据分析方法；
2、熟练使用SQL；熟练使用一种或多种通用编程语言，包括但不限于：Java或Python；
3、有扎实的代码功底，有较大型项目系统设计经验和研发经验；
4、熟悉大数据分析平台Hadoop、Spark、Hive、HBase等基本原理，有实际的项目开发和应用经验；
5、熟练掌握机器学习和模式识别（包括但不限于随机森林、GBDT、SVM、LR等）的算法原理和基础理论，并有实际项目的模型开发、应用和优化经验；
6、熟练掌握常用机器学习库如scikit-learn，以及常用的机器学习框架如sparkmllib、xgboost等。
工作地址

"

机器学习/深度学习算法研究员,北京,北京腾云天下科技有限公司,20k-40k,不限,移动互联网,"['东直门', '三里屯', '左家庄']",[],"['精英团队', '扁平管理', '海量数据', '弹性工作']",大数据平台，挑战前沿问题，国际交流机会,500-2000人,C轮,不限,"
职位描述：

TalkingData用数据说话，更用数据思考。随着我们的数据量增长越来越快，深入的行业越来越多，我们也在发展基于大数据的智能能力。我们在大规模机器学习方面开源了Fregata轻量级机器学习算法库,能够在10亿样本2000千万维度的问题上无内存加速10分钟完成训练。在行业应用中，我们帮助客户提高营销效率，优化风险控制，支持用户重大决策。我们与UCBerkelyAMPLab,CMUSailingLab，五道口金融学院，清华大学交叉学院建立了合作关系，也与中科院，同济大学，TwenteUniversity,UMASS等的研究人员和教授一起进行了很多合作研究。
为了全面实现TalkingData智能数据平台的构想，我们正在全面加强对机器学习方向的投入。期待更多有志于在人工智能，机器学习方向发展的同学加入我们!
在TalkingData你有机会面对机器学习前沿问题的挑战，有机会在真实的大数据上挖掘数据价值，有机会用数据和智能创造商业价值，有机会与国内外知名学术机构进行合作研究。

工作方向
1.大规模机器学习算法和平台研究与实现
2.深度学习研究和应用
3.数据智能化研究和应用
4.大数据深度挖掘
5.数据可视化研究和应用

岗位要求
1.计算机，数学等相关专业本科，硕士，博士
2.扎实的计算机基础或数学基础
3.熟练掌握Java/Scala/C/C++/Python/JS其中一种编程语言或一种数学工具
4.有机器学习，数据挖掘相关研究或工作经验优先
5.有大数据处理经验优先

TalkingData简介
TalkingData成立于2011年，致力于用数据改变企业做决策的方式，改善人类自身和环境。目前已完成C轮融资，是中国领先的独立第三方数据服务提供商，在全球开设多个分支机构。融合了互联网“开放精神”和传统IT“严谨服务”的企业文化，为客户提供独树一帜，融创新与严谨为一体，全方位智能数据解决方案。业内独一无二的TalkingData智能数据平台，集海量数据、极致的技术和专业的咨询服务为一体，逐步打造开放的数据生态，为客户带来独特的数据价值。目前，TalkingData智能数据平台覆盖超过6.5亿/月活跃独立智能设备，客户既包括像Google、腾讯、滴滴出行等互联网企业，也包括中国银联、招商银行、欧时力、碧桂园等传统行业巨头。?
在2016乌镇世界互联网大会“大数据项目对接会”之大数据产业发展论坛上，DT大数据产业创新研究院(DTiii)隆重发布多个重磅榜单，旨在对大数据领域中表现突出的企业、人物进行表彰。其中，TalkingData荣登2016中国大数据创新企业TOP100榜首，并在2016中国大数据应用最佳实践案例TOP50的营销、金融、房地产等多个细分行业中均有斩获。与此同时，TalkingDataCEO崔晓波荣登2016中国大数据领军人物。

"

机器学习平台-平台工程专家(J180718011),北京,北京嘀嘀无限科技发展有限公司,25k-40k,本科,移动互联网,,[],"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",丰厚期权,2000人以上,不需要融资,5-10年,"
职位描述：

岗位职责
1.大规模机器学习平台架构设计及建设；
2.负责机器学习平台各子系统的研发，提升系统的稳定性、可运维性和扩展性；
3.通过技术手段，提升平台的易用性和稳定性，提高平台资源使用率；
4.通过技术手段，提升平台资源转变为业务价值的转化率。
岗位要求：
1.计算机或相关专业，三年以上工作经验；
2.业务思维和系统思维并重；
3.熟悉容器、虚拟化，调度；
4.了解机器学习，深度学习，有相关实践经验者优先。

"

机器学习技术专家,北京,北京三快在线科技有限公司,30k-60k,本科,"移动互联网,O2O",['望京'],[],"['技能培训', '绩效奖金', '岗位晋升', '领导好']",集团核心获奖算法团队,2000人以上,D轮及以上,5-10年,"
职位描述：



资深数据挖掘工程师/专家

职位描述
1.?配送费定价算法建模和开发
2.?消费者供给端建模和研究
3.?商家配送范围规划研究和开发
职位要求
1.?3年以上工作经验，计算机系、软院、自动化系硕士或博士(博士可2年工作经验)
2.?熟悉hadoop、hive、Spark等大数据平台
3.?熟悉线上开发流程,?具有一定线上开发经验,?熟悉java者优先
4.?优秀的逻辑思维能力和业务需求分析能力，较好的沟通交流能力，善于主动思考和行动
5.?有机器学习、数据挖掘、运筹学背景者优先
6.?有商业变现、定价相关经验值优先


资深机器学习专家
岗位职责：
负责外卖配送环节涉及到的策略相关工作，如时间预估、骑手语音识别、外卖配送的知识图谱构建等
这里有海量的数据、强大的计算资源，可以让你的idea变成现实
这里扁平，沟通顺畅，平等各抒己见。
这里是专业的机器学习团队，能够真正学习到机器学习、人工智能是如何在策略工作中发挥巨大作用，而不是简简单单的跑跑数据、列列表格。

工作要求：
（0）工作3年以及以上，对于机器学习领域有丰富项目经验。
（1）对机器学习有比较扎实的基本功，深入了解常用算法原理、应用场景，能够用之解决问题
（2）良好的数据结构和算法基础，具有较强编码能力
（3）对数据敏感，逻辑思维清晰，能够很好的理解业务需求，根据要求建立模型
（4）熟悉了解python常用的算法库，sklearn、keras、numpy、pandas等。
（5）对深度学习、增强学习有经验者优先，对spark、hadoop熟悉者优先。


算法工程师/专家
职位描述
1.?配送相关算法研发和线上优化
2.?业务问题分析和针对性建模
3.?算法工程架构设计和开发
4.?大规模机器学习平台、数据平台建设
职位要求
1.?2年以上算法开发经验，计算机硕士以上学历
2.?了解数据分析、挖掘和机器学习算法
3.?优秀的开发能力（Java/SQL/Scala)，?精通大数据开发平台（Hadoop/Hive/Spark/Storm)
4.?有相关算法架构、数据平台、算法平台工作经验优先


"

机器学习工程师/AI工程师,北京,玖富金科控股集团有限责任公司,20k-40k,本科,金融,['来广营'],[],"['绩效奖金', '免费班车', '五险一金', '部门旅游']",大平台,2000人以上,D轮及以上,1-3年,"
职位描述：

1.通过分析/挖掘结构化、文本等非结构化数据，借助数据挖掘算法探索数据在信贷业务中应用；?2.基于历史风险和专家经验，通过有监督和无监督的方法结合，建立针对欺诈、信用风险的预测模型，并且持续优化；?3.掌握基本常规的算法，有能力或者能快速在专家指导下开展客户的贷前、贷中、贷后的模型开发岗位要求：1.计算机、数学、统计、金融等相关专业的硕士或以上学历；?2.一年以上数据挖掘或者机器学习相关工作经验；?3.熟悉，理解随机森林，逻辑回归，SVM等分类和回归算法；

"

NLP/机器学习/自然语言处理工程师,北京,北京康夫子科技有限公司,20k-35k,本科,"移动互联网,医疗健康","['西直门', '新街口', '展览路']","['医疗健康', '算法', '数据挖掘']","['绩效奖金', '定期体检', '五险一金', '弹性工作']","七险一金,餐补,15.5薪,技术大牛",15-50人,A轮,1-3年,"
职位描述：

职位诱惑：
技术大牛多,公司氛围好,15.5薪,七险一金，
职位描述：
岗位职能：
通过NLP信息抽取、数据挖掘等技术，从海量病历、论文、医学电子书籍、网页中进行知识挖掘，根据应用需求设计并完善医学知识图谱；开发并完善基于知识图谱的CDSS(临床辅助决策系统)。

背景需求(满足其中一条即可)：
?(1)具有医学信息学/生物信息学/临床医学学历背景；
?(2)具有一年以上医学文本信息挖掘工作经验；
?(包括住院病历、医学文献、基因、蛋白结构等文本/字符序列信息挖掘)
?(3)具有NLP信息抽取、知识图谱构建、工作背景；
?(4)具有CDSS(临床辅助决策系统)核心功能开发经验；

技能需求：
（1）熟悉linux开发环境；
（2）熟悉常用基本数据结构、算法；
（3）熟练使用python语言(生物信息方向perl语言也可)；

加分项：
(1)熟悉常用机器学习、数据挖掘、NLP相关应用与算法
?(2)熟练使用hadoop、spark等分布式存储计算工具

我们的亮点：
1、技术背景：多位百度NLP大牛，内功深厚，领跑行业；
2、医学背景：北大医学博士，从业多年，精准把握医疗痛点；
3、资金背景：数千万A轮融资，未来几年吃喝不愁；
4、薪资待遇：年中奖励，年底三薪，股票期权；
5、团队氛围：人少精悍，低调务实，充分信任，珍惜人才；
6、公司未来：人工智能+全科医生，热门中的热门。

我们给优秀的你提供了：七险一金、无限免费零食＆饮料＆水果、带薪年假、餐补、年底15.5薪等所有你能想到和想不到的福利！

"

机器学习工程师,深圳,深圳无觅科技有限公司,20k-40k,本科,"移动互联网,金融","['西丽', '大冲', '科技园']",[],"['高速增长', '股票期权', '小而精', '扁平管理']","高薪酬,高年终,扁平管理,精英团队",150-500人,B轮,3-5年,"
职位描述：

岗位描述:
1.负责模型的优化和上线，监控模型关键指标，发现和优化模型存在问题。
2.程序性能优化，提升CPU/GPU利用率，以及深度学习分布式计算的框架搭建优化工作。
3.移动端性能优化

岗位要求:
1.熟练掌握深度学习各项技能，CNN，LSTM，Attention等
2.熟悉各种深度学习框架，keras,pytorch,tensorflow,有实际应用的优先
3.熟悉自然语言处理，文本挖掘，topicmodel等，对其中某方面核心算法理解透彻，有实际建模经验者或者并行化经验者优先；
4.熟悉python、Java等编程语言。

"

深度/机器学习研究员,杭州,北京深睿博联科技有限责任公司,20k-40k,硕士,"移动互联网,医疗健康",,[],"['股票期权', '年底双薪', '定期体检', '弹性工作']","大牛,人性化管理,靠谱团队,技术氛围好",150-500人,B轮,不限,"
职位描述：

职位描述：
研究深度学习（包括各种神经网络结构与应用）或计算机视觉各个领域（目标检测识别等）中核心算法
将上述核心算法和模型应用到医疗领域的现实场景中，并针对应用场景进行优化和定制等
将算法高效地实现到多种不同平台和框架上，并基于对平台和框架的内部机制的理解，持续对算法和模型实现进行优化
支持公司在医疗领域相关应用产品的研究、开发、文档撰写工作；
岗位要求：
机器学习/模式识别及其他相关领域硕士及其以上学历
在深度学习领域有较深的理论研究和实践经验
良好的算法基础，扎实的编程功底，有较大型项目的开发经验
能够熟练使用OpenCV，精通C/C++，Python,???golang等，熟悉Linux开发环境
善于解决和分析问题，富有想象力和学习能力，良好的团队合作精神，有创造性思维，有推进人工智能的理想和使命感。
有以下经验者优先：
有深度学习相关经验，有RNN，CNN模型训练经验，熟悉常用的深度学习软件（如caffe，theano等）
在相关方向知名国际会议发表过论文（如CVPR，ICCV，ECCV，NIPS，ICLR，TPAMI等）
参加过国际国内算法类竞赛，并取得一定名次者

"

机器学习开发工程师,上海,创络（上海）数据科技有限公司,35k-50k,硕士,"数据服务,广告营销","['虹梅路', '田林', '漕河泾']",[],"['绩效奖金', '股票期权', '弹性工作', '美女多']","弹性工作,发展空间大",50-150人,B轮,5-10年,"
职位描述：

职位描述：
????
工作职责:
1.负责公司智能化数据服务平台机器学习和数据挖掘产品的研究与开发
2.负责机器学习和深度学习框架的研究和改进，包括整合框架以及常用算法和模型
?
职位要求：
1.计算机相关专业硕士以上学历，三年以上工业界工作经验
2.具备扎实的数据挖掘/机器学习基础，熟练掌握常用模型包括分类/聚类/回归/深度学习等机器学习算法
3.熟练SparkML/Tensorflow等机器学习框架，有大数据处理经验，熟练部署与使用Hadoop/Spark集群的优先
4.有强烈的上进心和求知欲，善于学习和运用新知识，有良好的团队意识

"

机器学习工程师,上海,上海栈略数据技术有限公司,25k-45k,硕士,"企业服务,数据服务",,"['大数据', '数据分析']","['年底双薪', '带薪年假', '交通补助', '通讯津贴']","福利好,弹性工作,年底双薪,商业医保",50-150人,A轮,3-5年,"
职位描述：

机器学习工程师
职责描述：
1.深入理解保险业务逻辑及产品的方向和需求，参与构建公司数据分析与风控模型体系，参与研究和应用保险领域模型构建知识与技术；
2.对基础数据进行整理清洗和统计分析，刷选变量，提取特征，创建风控模型；
3.对基础数据进行挖掘，利用统计分析、回归、决策树、神经网络、或时间序列等技术建立信用风险预测模型；
4.参与各类模型的设计、开发、实施与跟踪，结合实际效果不断进行模型的训练和迭代，管理模型生命周期的全流程；
5.针对商业问题和实际业务，参与创新方法和应用的研发，充分挖掘数据的商业价值。
?
职位要求：
1.至少具备以下教育背景中的一种：?计算机与信息科学类、数学类、统计类、计量经济学类、机器学习类等专业（硕士以上学历优先）；
2.3年以上数据分析、数据挖掘及模型开发经验（有反欺诈经验、保险金融公司大数据分析经验，咨询公司数据分析经验、互联网公司数据建模分析经验者优先）；
3.熟悉主流机器学习库，如Sklearn、SparkMLlib、Tensorflow等，熟练使用SQL，熟悉主流数据库环境；
4.熟悉JAVA；
5.对保险科技行业有兴趣，对工作有热情，具备良好的学习能力、逻辑思维能力、沟通能力、团队协作能力和执行力。

"

机器学习工程师,杭州,杭州河象网络科技有限公司,15k-30k,硕士,"教育,移动互联网",['仓前'],[],[],"教育领域,发展空间,技术氛围",15-50人,不需要融资,3-5年,"
职位描述：

职位描述
1.开发数学模型，并实现相关的算法
2.测试并对算法进行调优
3.与前端、客户端工程师协作完成产品化

岗位要求
1.计算机相关专业，有良好的数学基础
2.了解语音特征分析、图像深度学习、自然语言生成处理（三选一）相关的基本概念、常用算法
3.有使用过框架、开源库的经验，有参与过开源项目的优先
4.熟练使用C、C++、Python之一进行开发

"

机器学习应用工程师,佛山,美的集团财务有限公司,20k-40k,本科,金融,,"['大数据', '征信']","['年底双薪', '带薪年假', '午餐补助', '世界500强']","平台开放,财富500,福利好,工作氛围好",150-500人,不需要融资,3-5年,"
职位描述：

1、熟悉机器学习框架或工具（SparkMLLib，sklearn等）的使用，了解源码并有实际项目落地经验。
2、有金融风控领域机器学习落地经验者优先；在开源社群活跃并有积极贡献者优先；

"

大规模机器学习工程师,北京,北京小川在线网络技术有限公司,40k-80k,本科,移动互联网,,[],"['技能培训', '连续创业团队', '年度旅游', '扁平管理']","成长空间大,高薪高股,大牛云集,不打卡",150-500人,B轮,3-5年,"
职位描述：

职责:1.横跨系统与算法的边界，设计高效的分布式机器学习系统，能高效灵活地支持机器学习模型训练；?2.调研和实现业界机器学习算法前沿进展，有自己见解，并结合应用到最右的业务场景中?。要求:1.在业界top的推荐系统做过至少2-3年相关的研发工作，深入理解机器学习的相关算法原理，实现以及应用场景?2.机器学习、分布式系统方向的计算机专业的研究生或优秀本科生；熟悉常见的分布式编程范式以及设计模式；有一定的分布式计算系统与机器学习相结合的理论和实践基础；?3.对技术研究和应用抱有浓厚兴趣，有强烈的上进心和责任感，善于思考和运用新知识；?4.扎实的C/C++和python编码功底，熟悉MPI/CUDA等高性能计算框架；?5.在ACM/ICPC，GoogleJam，TopCoder，百度之星等比赛取得优异成绩的优先；?加分项：1.思考过TensorFlow/MXNet/Caffe/Theano/Torch等的架构代码和设计逻辑的优先；?2.对大规模分布式机器学习系统实践经验者优先；?3.有发表NIPS/ACL/AAAI/ICML/IJCAI/EMNLP/SIGKDD/ICCV/CVPR/OSDI/SOSP等顶会论文的优先；?4.如果您乐于设计和实现高性能优雅的系统，而又想拥抱大规模机器学习带来的可能性，欢迎加入我们。

公司简介
小川科技www.ixiaochuan.cn

1我们做什么
我们看好移动上的兴趣社交。通过发现兴趣和聚集同好，我们帮助年轻人畅快交流，发现自我。
我们理解的兴趣社交是：因为有爱，我们不孤单。
我们约会但不约炮，娱乐但不低俗，我们的愿景是：让你的兴趣不再孤单。?

2我们是谁
我们是连续创业者，我们失败过；我们也坚定的认为，我们将成功。
移动将改变生活，移动是一场革命，我们对此坚信不移。
我们是行动派，简单务实。不做游戏。不追概念。不尚空谈。
我们是最右，2014年底成立。优秀创业团队，著名投资人。?

3我们想建立什么样的公司
我们致力于建立一家有想象力的公司。创新、主动和团队是我们的信条。
在这里，你会创造一些东西。一些不能在其他地方创造的东西，一些让人们深深着迷的东西，一些可以让你自豪的介绍给家人和朋友的东西，一些让这个世界变更美好的东西。
在这里，你可以找到这样的工作。你会为它全情投入、绝不妥协，你会为它追求细节、关注效果，它会让你心甘情愿牺牲休息时间，但完成后会给你带来极大的满足感和成就感。
在这里，你会不断成长。你不再害怕犯错，因为你从成功中成长，也从失败中成长。你不断的发现自己，了解自己，你会发现你一步步变得强大，你会更热爱生活。
这里没有官僚流程，没有打卡，没有KPI，没有不做事的管理者。
这里没有员工。每一位同事都是我们的家人。你的快乐就是我们的快乐，你的困难就是我们的困难，我们期望和你一起努力、一起成长。
我们期望，与你一起，建立一家属于你的公司。?

4我们怎么工作
我们是创业团队，我们找伙伴，不找员工。
我们支持问题解决者。谁能解决问题，谁说了算。
我们一竿子捅到底。写代码，还要测试，还要客服。
我们努力跑得快一点，再快一点。我们自己和自己较劲。
我们很自由。想说什么就说，疲倦了可以打游戏，不想上班就在家歇歇。
我们相信，各人有各人的方式，成功不在于打卡，而在于投入。
我们不做平庸的公司，也不要平庸的员工。我们是创业者，我们一直在路上。?

5福利
员工是伙伴。我们将为小伙伴们提供最好的福利待遇。
我们努力培养你。你有多大能耐，就有多大空间。
与同级别公司相比，最右将提供最好的工资，最多的股票。
弹性工作制，中午2小时午休，免费三餐，每月有住房补贴。
?
6应聘指南
我们只寻找创业者。请认真思考：我真的要创业吗？
在加入之前，试用产品是值得的。质疑反映了你的独立思考，我们很珍惜。
不要反感我们的过关题，一个你将要合作3年的团队，值得你花3个小时。
检查我们，考察我们，拷问我们：这是我在寻找的团队吗？


"

机器学习系统工程师,北京,第四范式（北京）技术有限公司,30k-60k,本科,移动互联网,['上地'],[],"['年底双薪', '带薪年假', '午餐补助', '定期体检']","人工智能,大牛超多,晋升空间,不打卡",500-2000人,B轮,不限,"
职位描述：

【工作职责】：
1.?使用领先的数据挖掘和机器学习技术提供实际问题的优化方法和解决方案；
2.?尝试、设计领先的机器学习算法、计算框架，提升机器学习系统执行效率；
3.?对实际问题进行抽象，设计开发机器学习组件，降低解决方案的实现复杂度；
4.?持续提升机器学习算法可用性和易用性，降低使用门槛；
5.?创造更有价值的产品与服务，通过技术创新推动产品提升或客户业务增长。
【任职要求】：
1.?计算机相关专业本科及以上学历，有良好的数据结构、算法基础，熟悉Linux基本操作；
2.?熟悉C++，了解Shell,Python,Java等常用编程语言，有良好的代码习惯；
3.?对分布式计算框架（hadoop、spark等等）有较深了解；
4.?有热情了解和尝试新算法、架构，较强的学习能力；
5.?良好的逻辑思维能力，能清晰的梳理机器学习技术应用于实际问题的思路；
6.?较强的沟通能力，能够逻辑清晰地进行自我表达，团队合作意识强，与人沟通积极主动。
【加分项】（至少满足一项）：
1.?对机器学习算法有较深的了解；
2.?熟悉常见分布式机器学习框架（mlllib、tensorflow、mxnet等等）的底层设计；
3.?有基于分布式软硬件的底层性能优化经验；
4.?有基于分布式计算框架开发经验和大规模数据处理经验；
5.?全面了解机器学习应用于实际问题的完整流程，有相关实际项目经验。

"

机器学习工程师（广州）,广州,零氪信息技术（北京）有限公司,14k-20k,硕士,"医疗健康,数据服务",,[],"['年底双薪', '年终分红', '带薪年假', '定期体检']","15薪,?六险一金,零食水果,不打卡",500-2000人,D轮及以上,应届毕业生,"
职位描述：

岗位职责
1、利用数据挖掘、机器学习相关算法，解决核心业务需求
2、基于海量医疗数据，挖掘信息，建立模型，并将机器学习技术前沿技术应用于关键业务环节，提升公司各环节效率
3、设计并提供机器学习服务，应用于线上产品功能
4、调研新技术在医疗大数据领域的应用价值，以技术驱动产品，把最顶尖的算法应用到各种有挑战性的现实场景中

岗位要求
1、计算机、数学、统计、模式识别或相关专业硕士及以上学历
2、熟悉常见机器学习算法（如逻辑回归、SVM、神经网络、决策树等），对其中一个或几个模型的原理、数学表示、优化方法、模型改进策略比较了解，有实际建模经验
3、对计算机数据结构有初步了解，熟悉至少一门编程语言（包括但不限于C/C++/Java/Python/R/Matlab/SAS）
4、能熟练阅读中/英文机器学习领域的相关文献

符合以下条件（一条或几条）者优先
1、有文本挖掘及自然语言处理（NLP）相关的实践经验
2、有医学背景，对医疗相关的业务知识较为熟悉
3、有深度学习相关技术（CNN、RNN、LSTM等）科研经历，使用过Theano、Tensorflow等
4、有数据挖掘及机器学习竞赛经验，在KDD等比赛中取得过优良成绩，或者在kaggle上取得过不错的战绩

"

机器学习算法工程师,武汉,盛视科技股份有限公司,15k-30k,硕士,"信息安全,硬件","['鲁巷', '关山', '光谷']",[],"['""""']","空间大,薪酬高,福利多,大牛多",500-2000人,不需要融资,不限,"
职位描述：

职位描述：
岗位职责：
负责视觉图像处理算法和机器学习算法的研究与开发，包括：
1.机器学习训练数据的采集、整理，以及编写预处理工具集；
2.视频分析算法、机器学习算法特别是深度学习算法的实现、优化和性能测试对比；
3.面向嵌入式系统或者GPU的算法分析与优化加速模块的设计与实现；
4.撰写发明专利、技术规范和软件文档，为工程和市场人员提供技术支持；
5.跟踪掌握业界前沿的研究成果，并转化为工程可实现的算法。

岗位要求：
1.具有计算机、数学、自动化等相关专业本科及以上学历（硕士优先）；
2.具有机器学习、图像处理、深度学习等领域的专业知识和项目经验（具备算法优化设计经验者优先）；
3.精通C/C++、Python或Matlab等编程和算法设计工具，熟悉GPU或嵌入式系统编程；
4.具有良好的沟通能力和表达能力，有较强的英文资料撰写阅读能力；
5.正直诚信，具有团队合作精神，具有较强的责任心和工作热情，学习和抗压能力强。

工作地址
武汉市洪山区珞喻路876号华工科技产业大厦6楼

"

风控数据挖掘及机器学习研发工程师,北京,安一恒通（北京）科技有限公司,30k-60k,硕士,"移动互联网,金融","['西北旺', '上地', '清河']",['大数据'],"['年底双薪', '五险一金', '弹性工作', '节日礼物']",弹性工作制,500-2000人,A轮,3-5年,"
职位描述：

工作职责??-针对海量用户行为数据和内容信息，挖掘用户画像、特征??-负责根据实际风控场景，构建风控模型??-负责对接业务部门的风控需求，跟进风控模型的验证、实施部署和优化；并对接风控策略，根据风控表现给出策略分析和建议??-以上所述的风控模型包括但不限于：反欺诈模型、信用评分模型、授信决策模型、失联预测模型、监控预警模型、催收评分模型等??-基于对业务的深入理解，研究前沿的AI技术，并应用于业务中解决实际问题??任职资格??-3年以上数据挖掘、机器学习、自然语言处理、分布式计算的工作经验??-计算机、金融、统计、数学等相关专业背景优先??-熟悉Linux开发环境??-熟悉C\C++、JAVA、Python中至少一种语言，有良好的编程习惯??-熟悉Hadoop原理，能编写复杂MapReduce任务，至少熟悉Hbase/Hive/Spark中一种应用??-对数据结构和算法设计有较好的基础??-熟练使用R、SAS、SPSS、Python等至少一种数据挖掘工具??-熟悉常见统计建模算法、机器学习算法，并有相关项目经验和深刻的理解??-有清晰的逻辑思维，能理解统计分析要求，数据处理认真细致??-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神??-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格????

"

深度/机器学习研究员,杭州,北京深睿博联科技有限责任公司,20k-40k,硕士,"移动互联网,医疗健康","['西溪', '黄龙', '西湖']","['医疗健康', 'NLP', '计算机视觉', '图像处理']","['股票期权', '年底双薪', '定期体检', '弹性工作']","大牛,人性化管理,靠谱团队,技术氛围好",150-500人,B轮,不限,"
职位描述：

研究深度学习（包括各种神经网络结构与应用）或计算机视觉各个领域（目标检测识别等）中核心算法
将上述核心算法和模型应用到医疗领域的现实场景中，并针对应用场景进行优化和定制等
将算法高效地实现到多种不同平台和框架上，并基于对平台和框架的内部机制的理解，持续对算法和模型实现进行优化
支持公司在医疗领域相关应用产品的研究、开发、文档撰写工作；
岗位要求：
机器学习/模式识别及其他相关领域硕士及以上学历，在深度学习领域有较深的理论或实验室研究经验
良好的算法基础，扎实的编程功底，有较大型项目的开发经验
能够熟练使用OpenCV，精通C/C++，Python,golang等，熟悉Linux开发环境
善于解决和分析问题，富有想象力和学习能力，良好的团队合作精神，有创造性思维，有推进人工智能的理想和使命感。
有以下经验者优先：
具有常用的CNN/RNN模型之外深度学习相关经验，熟悉常用的深度学习软件（如caffe，pytorch等）
在相关方向知名国际会议发表过论文（如CVPR，ICCV，ECCV，NIPS，ICLR，TPAMI等）
参加过国际国内算法类竞赛，并取得一定名次者

"

机器学习,北京,安一恒通（北京）科技有限公司,15k-30k,本科,"移动互联网,金融","['西北旺', '上地', '清河']",[],"['年底双薪', '五险一金', '弹性工作', '节日礼物']","弹性工作制,双休",500-2000人,A轮,1-3年,"
职位描述：


""工作职责??-金融产品在商业渠道的获客策略模型，包括金融DSP、商业智能投放等产品的策略研发??-基于亿级别展现数据的点击率、转化率模型建模；负责商业投放渠道的机制和调价策略??-挖掘亿级别用户的金融画像标签；充分刻画用户在金融产品方面的需求敏感度??-负责机器学习尤其是深度学习前沿问题的探索与研究，结合实际应用场景，提供全面技术解决方案??任职资格??-计算机或相关专业硕士以上学历，三年及以上工作经历??-熟悉linux平台、精通Python/C/C++等语言??-熟悉大规模数据挖掘、机器学习、深度学习、分布式计算等相关技术，并具备实际工作经验??-具备大数据的处理能力，熟练掌握Hadoop、MPI等分布式环境的使用??-具备搜索推荐、广告投放等相关经验??-良好的逻辑思维能力，和数据敏感度，能够从海量数据中发现有价值的规律??-优秀的分析和解决问题的能力，对挑战性问题充满激情??-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神??-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格????""??

"

高级机器学习算法工程师,深圳,OPPO广东移动通信有限公司,20k-35k,本科,移动互联网,"['后海', '深圳湾', '科技园', '后海', '深圳湾', '科技园']","['广告营销', '大数据', '数据挖掘']","['丰厚年终', '扁平管理', '追求极致', '本分']",亿级用户 给力薪酬 高速发展,2000人以上,不需要融资,3-5年,"
职位描述：

1.?负责参与OPPO广告系统排序算法、个性化推荐、数据化运营等技术方向的研究
2.?负责广告检索、排序、触发算法研究及实现
3.?广告大数据挖掘及大规模机器学习算法平台实现
4.?负责用户画像、广告理解及用户体验建模


能力要求：
1．熟悉Linux开发环境，精通C/C++或Java，熟悉Python
2．熟悉海量数据处理及分布式系统，如Hadoop、Spark
3．有NLP、机器学习（如LR、GBDT、DNN、在线学习等）知识背景
4．有计算广告、推荐系统、搜索引擎开发经验者优先
5．优秀的团队合作意识及分析问题、解决问题能力
6．本科及以上学历，硕士、博士优先

"

机器学习（工作地：北京/郑州）,北京,中移在线服务有限公司,15k-30k,硕士,移动互联网,,"['教育', '算法']",[],"扁平,领导好,机会大,福利好",2000人以上,不需要融资,3-5年,"
职位描述：

一、工作内容/职位描述：
1、负责文本处理、语义分析、分类聚类、情绪识别等算法的研发工作；2、负责基于文本语义的客服知识库构建，知识挖掘，以及构建基于知识库的智能应用；3、负责构建基于文本的智能应答系统以及优化提升。
二、任职资格：
教育：硕士或以上学历；知识：具备计算机软件、数据挖掘，机器学习，模式识别，信号处理等相关专业知识；技能：有数据挖掘、机器学习相关算法的研究、开发和应用能力；熟悉某一种或几种脚本语言，具备良好的C/C++编程基础，有一定的项目经验；有过开源自然语言处理工具的使用经验者优先；熟悉自然语言处理领域基本理论和方法；对数据结构和算法设计有较为深刻的理解；经验：具有3年以上研发经验。?

"

机器学习研发工程师 (MJ000173),北京,北京推想科技有限公司,20k-40k,本科,"医疗健康,数据服务",['四惠'],[],"['午餐补助', '股票期权', '定期体检', '弹性工作']","人工智能,快速成长,弹性工作,年终奖丰厚",150-500人,B轮,3-5年,"
职位描述：

岗位职责：
1、为机器学习的研发与部署提供工程与开发支持
2、设计、架构与封装与机器学习相关的库与框架
3、实现与评测机器学习的各种模型与算法
4、优化神经网络的预测

任职要求：
1、具有扎实的的数学与机器学习基础
2、具有神经网络模型的研发经验，熟练运用常见的深度学习框架，如TensorFlow或MXNet
